symbol,baseCoin,granularity,profile,lookback_days,bars,trades,wins,losses,win_rate_pct,profit_factor,gross_profit_pct,gross_loss_pct,avg_trade_pct,avg_win_pct,avg_loss_pct,expectancy_pct,max_drawdown_pct,net_return_pct,quality_score,last_close,trend_state,last_signal,last_bar_utc
YBUSDT,YB,4H,Base TV,365,441,0,0,0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1634,SHORT,NONE,2026-03-13T00:00:00+00:00
YGGUSDT,YGG,4H,Base TV,365,441,0,0,0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04032,LONG,NONE,2026-03-13T00:00:00+00:00
ZBTUSDT,ZBT,4H,Base TV,365,441,0,0,0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0747,LONG,NONE,2026-03-13T00:00:00+00:00
ZBCNUSDT,ZBCN,4H,Base TV,365,441,0,0,0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020064,SHORT,NONE,2026-03-13T00:00:00+00:00
ZENUSDT,ZEN,4H,Base TV,365,441,0,0,0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,SHORT,NONE,2026-03-13T00:00:00+00:00
ZKPUSDT,ZKP,4H,Base TV,365,391,1,0,1,0.0,0.0,0.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0,0.0,0.08592,SHORT,NONE,2026-03-13T00:00:00+00:00
ZETAUSDT,ZETA,4H,Base TV,365,441,2,0,2,0.0,0.0,0.0,-11.3208,-5.6604,0.0,-5.6604,-5.6604,-11.0004,-11.0004,0.0,0.05048,SHORT,NONE,2026-03-13T00:00:00+00:00
ZILUSDT,ZIL,4H,Base TV,365,441,1,0,1,0.0,0.0,0.0,-5.6604,-5.6604,0.0,-5.6604,-5.6604,-5.6604,-5.6604,0.0,0.004265,SHORT,NONE,2026-03-13T00:00:00+00:00
ZKUSDT,ZK,4H,Base TV,365,441,0,0,0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01951,LONG,NONE,2026-03-13T00:00:00+00:00
ZKCUSDT,ZKC,4H,Base TV,365,441,1,0,1,0.0,0.0,0.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0,0.0,0.0846,LONG,NONE,2026-03-13T00:00:00+00:00
ZROUSDT,ZRO,4H,Base TV,365,441,4,0,4,0.0,0.0,0.0,-23.3208,-5.8302,0.0,-5.8302,-5.8302,-21.3599,-21.3599,0.0,2.0843,LONG,NONE,2026-03-13T00:00:00+00:00
